Age,Gender,Location,Income Level,Financial Literacy,FinTech Product,Usage Frequency,Preferred Service Channel,Adoption Reason,Competitor,Transaction Fees (NGN),Loan Interest Rate (%),Subscription Fee (NGN),Digital Currency Usage,AI Financial Tool Usage,FinTech Satisfaction
52,Male,Kaduna,Low,Novice,Micro-Lending,Monthly,USSD,Low Fees,PalmPay,4.88,10.81,0,Yes,No,2
19,Male,Kano,High,Novice,Micro-Lending,Weekly,Web Platform,Convenience,FairMoney,2.74,4.53,500,Yes,Yes,8
44,Male,Port Harcourt,Low,Expert,Blockchain Services,Daily,Mobile App,Convenience,FairMoney,2.58,18.28,0,No,No,9
19,Male,Kano,Low,Novice,Micro-Lending,Weekly,USSD,Speed,Paga,4.8,5.21,500,Yes,No,5
52,Female,Kaduna,Middle,Intermediate,Digital Payments,Daily,Mobile App,Security,PalmPay,2.77,7.83,0,Yes,No,6
35,Male,Lagos,High,Novice,Investment Platforms,Weekly,USSD,Security,Kuda,2.83,16.33,500,Yes,No,6
31,Female,Kaduna,High,Novice,Blockchain Services,Daily,Mobile App,Convenience,FairMoney,4.93,16.61,2000,Yes,No,2
37,Female,Port Harcourt,Middle,Intermediate,Investment Platforms,Monthly,Mobile App,Security,Opay,1,18.27,2000,No,Yes,1
35,Male,Kano,Low,Novice,Mobile Banking App,Daily,Agent Banking,Low Fees,Kuda,4.94,11.2,500,No,No,5
27,Female,Kano,High,Intermediate,Micro-Lending,Daily,USSD,Security,Kuda,1.25,19.77,1000,No,No,6
42,Male,Enugu,Middle,Novice,Mobile Banking App,Weekly,USSD,Convenience,Opay,2.63,11.53,500,No,No,1
19,Female,Enugu,Low,Novice,Blockchain Services,Rarely,USSD,Security,Paga,2.02,16.34,0,No,No,8
42,Male,Kaduna,High,Novice,Digital Payments,Rarely,Web Platform,Convenience,Carbon,4.8,8.83,1000,No,No,5
50,Female,Kaduna,Low,Intermediate,Micro-Lending,Monthly,Agent Banking,Speed,PalmPay,2.68,18.97,1000,No,No,5
53,Female,Lagos,Low,Novice,Mobile Banking App,Daily,Web Platform,Convenience,PalmPay,0.6,14.49,1000,No,No,8
48,Male,Ibadan,High,Intermediate,Micro-Lending,Daily,USSD,Low Fees,Kuda,1.5,3.85,500,Yes,No,8
31,Female,Port Harcourt,Middle,Intermediate,Investment Platforms,Monthly,Agent Banking,Low Fees,Opay,2.44,4.4,500,No,Yes,9
18,Male,Enugu,Low,Intermediate,Digital Payments,Monthly,Mobile App,Low Fees,Kuda,3.54,18.09,1000,No,No,4
63,Male,Port Harcourt,Low,Intermediate,Micro-Lending,Weekly,Agent Banking,Convenience,Kuda,3.03,16.67,500,Yes,Yes,3
33,Male,Lagos,Middle,Novice,Digital Payments,Weekly,Mobile App,Convenience,FairMoney,4.32,8.28,2000,No,No,2
63,Male,Enugu,Low,Novice,Investment Platforms,Daily,USSD,Low Fees,Paga,4.23,11.63,0,No,No,1
20,Male,Enugu,Low,Intermediate,Investment Platforms,Monthly,USSD,Security,PalmPay,3.16,17.42,0,Yes,No,5
52,Female,Ibadan,Middle,Novice,Mobile Banking App,Daily,Mobile App,Convenience,Carbon,3.07,4.31,0,No,Yes,6
58,Female,Port Harcourt,High,Expert,Blockchain Services,Weekly,Agent Banking,Security,Opay,1.75,4.92,500,No,No,8
23,Female,Port Harcourt,Middle,Expert,Mobile Banking App,Rarely,Web Platform,Speed,Carbon,4.81,15.02,0,No,No,6
42,Male,Port Harcourt,Middle,Novice,Digital Payments,Monthly,Agent Banking,Speed,Opay,0.85,3.94,2000,No,No,2
30,Female,Ibadan,Middle,Intermediate,Mobile Banking App,Daily,Mobile App,Speed,PalmPay,2.29,8.67,0,Yes,No,8
51,Female,Enugu,Middle,Expert,Micro-Lending,Daily,Mobile App,Speed,Paga,3.47,6.91,2000,No,No,5
25,Female,Lagos,Low,Novice,Mobile Banking App,Daily,Web Platform,Low Fees,Carbon,4.76,15.81,500,No,Yes,3
38,Female,Port Harcourt,High,Intermediate,Blockchain Services,Weekly,Web Platform,Convenience,Opay,2.76,2.54,500,No,No,6
51,Female,Kano,Middle,Novice,Blockchain Services,Weekly,Web Platform,Speed,Kuda,4.53,4.52,0,No,No,6
21,Male,Ibadan,Low,Intermediate,Digital Payments,Daily,Mobile App,Low Fees,PalmPay,0.97,4.23,1000,No,No,3
42,Male,Abuja,Low,Expert,Investment Platforms,Daily,USSD,Speed,Paga,2.89,8.07,2000,No,No,7
32,Female,Lagos,Middle,Intermediate,Blockchain Services,Daily,Agent Banking,Convenience,FairMoney,1.92,6.57,1000,No,No,7
21,Male,Kano,Low,Intermediate,Digital Payments,Rarely,Web Platform,Speed,Kuda,4.08,6.49,2000,Yes,No,7
62,Male,Port Harcourt,Low,Expert,Blockchain Services,Monthly,Mobile App,Speed,Paga,2.5,8.98,500,No,No,8
29,Female,Abuja,Middle,Intermediate,Blockchain Services,Weekly,Agent Banking,Security,Opay,2.64,6.25,500,No,No,7
49,Female,Lagos,High,Intermediate,Investment Platforms,Rarely,Web Platform,Security,Kuda,0.79,4.36,2000,No,No,4
49,Male,Ibadan,Middle,Intermediate,Micro-Lending,Weekly,USSD,Security,FairMoney,2.47,12.71,2000,No,No,5
45,Female,Abuja,Low,Intermediate,Digital Payments,Monthly,Agent Banking,Security,FairMoney,0.86,19.16,500,No,No,4
30,Male,Enugu,Low,Expert,Blockchain Services,Weekly,Agent Banking,Speed,Paga,1.85,13.13,2000,No,No,2
48,Male,Kaduna,Middle,Expert,Blockchain Services,Monthly,Mobile App,Speed,PalmPay,1.07,15.75,2000,No,No,7
31,Female,Abuja,Low,Intermediate,Mobile Banking App,Daily,Mobile App,Security,Carbon,2.01,19.51,1000,No,No,3
37,Male,Kaduna,Middle,Intermediate,Micro-Lending,Weekly,Mobile App,Convenience,FairMoney,1.52,5.18,0,No,No,1
35,Male,Kano,Low,Novice,Investment Platforms,Monthly,USSD,Low Fees,FairMoney,1.78,10.55,1000,No,No,1
46,Male,Lagos,High,Expert,Digital Payments,Daily,Agent Banking,Speed,Carbon,1.17,12.68,500,No,Yes,9
23,Female,Kano,Middle,Intermediate,Blockchain Services,Daily,Web Platform,Security,Kuda,2.48,8.14,1000,No,No,3
49,Female,Kano,Low,Intermediate,Digital Payments,Daily,USSD,Low Fees,PalmPay,2.74,13.23,500,No,No,7
46,Female,Port Harcourt,High,Novice,Investment Platforms,Daily,Web Platform,Security,PalmPay,4.26,13.42,2000,No,No,9
60,Female,Ibadan,Low,Expert,Micro-Lending,Daily,Web Platform,Security,Paga,2.92,17.24,0,No,No,7
19,Male,Abuja,Low,Novice,Mobile Banking App,Weekly,Mobile App,Convenience,Kuda,1.53,17.07,500,No,No,8
40,Female,Lagos,High,Novice,Micro-Lending,Daily,Web Platform,Convenience,PalmPay,3.81,4.99,0,No,No,6
36,Female,Enugu,Low,Intermediate,Mobile Banking App,Daily,Web Platform,Speed,Paga,1.84,5.46,0,No,No,3
48,Female,Ibadan,Middle,Intermediate,Digital Payments,Rarely,USSD,Security,PalmPay,3.9,6.39,1000,No,No,1
22,Female,Ibadan,Low,Novice,Micro-Lending,Weekly,Mobile App,Low Fees,Kuda,2.24,7.07,500,No,No,8
36,Male,Lagos,Low,Intermediate,Micro-Lending,Daily,Web Platform,Speed,PalmPay,2.81,12.38,1000,No,No,6
51,Male,Ibadan,Low,Novice,Micro-Lending,Weekly,Web Platform,Convenience,PalmPay,2.77,8.23,2000,No,No,2
27,Male,Port Harcourt,Middle,Novice,Investment Platforms,Monthly,Web Platform,Speed,PalmPay,4.8,19.18,2000,No,No,8
42,Female,Ibadan,Middle,Novice,Digital Payments,Monthly,Agent Banking,Speed,Carbon,1.19,4.57,500,No,No,4
19,Female,Port Harcourt,Low,Expert,Mobile Banking App,Daily,Agent Banking,Security,Opay,4.72,6.81,500,No,Yes,9
28,Male,Abuja,Low,Novice,Micro-Lending,Rarely,Mobile App,Low Fees,Kuda,3.03,17.7,2000,No,No,9
48,Female,Abuja,High,Novice,Digital Payments,Monthly,USSD,Convenience,Carbon,4.97,12.73,500,No,No,9
32,Female,Kano,High,Intermediate,Investment Platforms,Monthly,Mobile App,Speed,Opay,3.08,12.08,1000,No,No,4
26,Male,Port Harcourt,Middle,Novice,Investment Platforms,Daily,Agent Banking,Speed,FairMoney,3.45,12.9,1000,No,No,6
40,Male,Enugu,High,Intermediate,Digital Payments,Daily,Mobile App,Security,PalmPay,3.87,6.91,500,Yes,No,4
36,Female,Abuja,Middle,Expert,Mobile Banking App,Weekly,USSD,Speed,PalmPay,4.2,15.83,1000,No,No,5
26,Female,Ibadan,Low,Expert,Digital Payments,Daily,Mobile App,Low Fees,Carbon,2.65,11.19,500,No,Yes,7
52,Female,Lagos,Low,Novice,Digital Payments,Daily,Web Platform,Security,Paga,3.55,3.25,1000,No,No,7
38,Male,Lagos,Low,Intermediate,Blockchain Services,Daily,USSD,Convenience,Kuda,3.27,5.6,1000,No,No,6
26,Male,Kaduna,High,Intermediate,Investment Platforms,Monthly,USSD,Speed,Opay,2.33,16.79,0,No,No,4
45,Male,Port Harcourt,Middle,Novice,Mobile Banking App,Daily,USSD,Speed,PalmPay,4.19,8.54,1000,No,Yes,5
63,Male,Enugu,Middle,Novice,Blockchain Services,Daily,Mobile App,Security,Kuda,1.37,16.04,500,No,No,5
24,Female,Kano,Low,Novice,Digital Payments,Rarely,Mobile App,Speed,PalmPay,1.25,14.11,1000,No,No,9
33,Male,Ibadan,Middle,Novice,Investment Platforms,Daily,Web Platform,Convenience,PalmPay,3.81,7.78,1000,Yes,No,6
33,Male,Port Harcourt,Middle,Expert,Blockchain Services,Weekly,USSD,Low Fees,PalmPay,3.37,4.72,2000,Yes,No,4
50,Female,Kaduna,High,Intermediate,Blockchain Services,Weekly,Web Platform,Low Fees,Kuda,1.93,16.62,500,Yes,No,6
21,Female,Lagos,Low,Novice,Mobile Banking App,Rarely,USSD,Security,Carbon,3.36,13.75,1000,Yes,No,7
21,Female,Port Harcourt,Middle,Novice,Digital Payments,Monthly,Agent Banking,Speed,Kuda,3.97,7.76,0,No,No,7
56,Male,Ibadan,Low,Expert,Mobile Banking App,Weekly,Mobile App,Security,Kuda,1.48,11.66,2000,No,No,3
57,Female,Enugu,Middle,Novice,Blockchain Services,Rarely,Web Platform,Security,FairMoney,3.12,13.21,0,No,No,6
34,Female,Enugu,Middle,Intermediate,Blockchain Services,Weekly,Mobile App,Security,Paga,4.21,2.54,0,No,No,7
54,Male,Abuja,Low,Novice,Mobile Banking App,Weekly,Mobile App,Security,Paga,2.35,14.23,2000,No,No,1
56,Male,Ibadan,Middle,Expert,Blockchain Services,Daily,Agent Banking,Security,Carbon,3.07,13.98,0,Yes,No,4
46,Female,Kaduna,Low,Intermediate,Micro-Lending,Weekly,Agent Banking,Speed,Paga,0.85,3.95,500,No,No,7
53,Male,Abuja,High,Novice,Investment Platforms,Weekly,USSD,Low Fees,Carbon,4.24,16.29,500,No,No,1
55,Female,Abuja,Low,Novice,Digital Payments,Weekly,Agent Banking,Low Fees,PalmPay,4.08,16.94,0,No,No,8
56,Female,Abuja,Middle,Intermediate,Investment Platforms,Weekly,USSD,Low Fees,PalmPay,2.55,7.58,500,Yes,No,6
54,Male,Port Harcourt,High,Expert,Digital Payments,Daily,Agent Banking,Speed,Kuda,1.04,5.34,1000,Yes,No,6
52,Female,Kaduna,Low,Novice,Blockchain Services,Weekly,Agent Banking,Speed,PalmPay,3.47,14.51,1000,Yes,No,3
24,Male,Lagos,Middle,Intermediate,Mobile Banking App,Monthly,Web Platform,Security,Paga,3.08,4.66,1000,No,Yes,6
44,Male,Enugu,Middle,Novice,Mobile Banking App,Daily,Agent Banking,Low Fees,Opay,4.64,17.52,0,No,No,4
45,Male,Port Harcourt,Low,Expert,Blockchain Services,Weekly,Web Platform,Security,Kuda,1.76,10.9,0,No,No,9
39,Female,Lagos,Middle,Intermediate,Digital Payments,Weekly,Agent Banking,Low Fees,Carbon,0.65,18.42,500,Yes,No,4
31,Male,Enugu,Middle,Novice,Blockchain Services,Rarely,Web Platform,Convenience,PalmPay,1.65,13.74,500,Yes,Yes,6
24,Male,Kaduna,High,Novice,Digital Payments,Daily,Mobile App,Speed,Kuda,2.43,7.49,500,No,No,6
54,Female,Kaduna,High,Novice,Blockchain Services,Weekly,USSD,Convenience,Kuda,1.2,10.69,0,No,No,1
39,Female,Ibadan,Middle,Intermediate,Blockchain Services,Daily,Agent Banking,Low Fees,Kuda,4.91,11.76,500,No,No,4
22,Female,Enugu,Middle,Novice,Blockchain Services,Weekly,Web Platform,Security,PalmPay,1.5,16.77,1000,No,No,9
19,Female,Enugu,High,Novice,Mobile Banking App,Daily,Agent Banking,Speed,Carbon,3.55,17.58,1000,No,No,6
44,Male,Kaduna,Middle,Expert,Digital Payments,Weekly,Web Platform,Speed,Kuda,2.54,14.45,2000,No,No,4
38,Male,Enugu,Low,Novice,Blockchain Services,Monthly,Web Platform,Security,Kuda,3,7.65,2000,No,No,7
55,Male,Kano,Middle,Intermediate,Investment Platforms,Daily,Agent Banking,Convenience,Kuda,4.7,11.75,2000,No,No,7
32,Female,Ibadan,High,Novice,Investment Platforms,Monthly,USSD,Convenience,FairMoney,2.89,4.79,1000,Yes,No,5
38,Female,Port Harcourt,Middle,Novice,Mobile Banking App,Weekly,Web Platform,Convenience,PalmPay,1.87,6.53,0,No,No,4
27,Male,Port Harcourt,Middle,Novice,Micro-Lending,Daily,Mobile App,Convenience,FairMoney,1.49,7.8,500,Yes,No,4
40,Female,Lagos,Low,Intermediate,Mobile Banking App,Weekly,Agent Banking,Speed,Paga,4.51,3.77,500,No,No,7
56,Female,Port Harcourt,High,Intermediate,Micro-Lending,Weekly,Mobile App,Low Fees,Carbon,4.94,17.99,0,Yes,No,6
22,Male,Abuja,Middle,Expert,Mobile Banking App,Daily,Web Platform,Security,Kuda,1.63,4.65,2000,No,No,4
18,Male,Enugu,Middle,Novice,Investment Platforms,Monthly,Web Platform,Low Fees,FairMoney,3.75,14.69,0,Yes,No,3
30,Female,Port Harcourt,Low,Novice,Blockchain Services,Monthly,Agent Banking,Low Fees,Kuda,2.78,11.35,1000,No,No,2
38,Female,Lagos,Low,Expert,Digital Payments,Monthly,USSD,Convenience,FairMoney,3.64,17.06,0,No,No,4
43,Female,Lagos,Middle,Novice,Blockchain Services,Weekly,Mobile App,Low Fees,Kuda,4.84,15.47,1000,Yes,No,7
62,Male,Abuja,High,Novice,Investment Platforms,Daily,USSD,Convenience,PalmPay,1.74,15.8,1000,No,No,2
38,Male,Lagos,Low,Novice,Digital Payments,Monthly,Mobile App,Convenience,Paga,3.83,9.82,2000,Yes,No,9
35,Male,Kaduna,Low,Intermediate,Micro-Lending,Weekly,USSD,Low Fees,Kuda,2.47,17.09,500,Yes,No,9
54,Male,Kano,Low,Expert,Micro-Lending,Monthly,Agent Banking,Security,FairMoney,3.44,4.16,2000,No,Yes,6
62,Male,Kaduna,Low,Novice,Investment Platforms,Monthly,Mobile App,Low Fees,Kuda,2.33,10.28,1000,No,No,9
49,Female,Enugu,Low,Novice,Digital Payments,Monthly,Agent Banking,Low Fees,PalmPay,3.69,19.91,2000,Yes,No,1
53,Female,Enugu,Middle,Intermediate,Blockchain Services,Weekly,USSD,Speed,Carbon,2.02,19.09,500,No,No,6
34,Female,Enugu,High,Expert,Investment Platforms,Rarely,USSD,Convenience,Carbon,2.7,3.94,2000,No,No,3
52,Male,Ibadan,Low,Novice,Micro-Lending,Weekly,USSD,Speed,Paga,3.69,12.53,1000,No,No,6
28,Male,Port Harcourt,Middle,Expert,Investment Platforms,Weekly,Agent Banking,Security,Carbon,0.69,8.02,500,No,No,5
38,Male,Kano,Low,Novice,Blockchain Services,Weekly,Web Platform,Low Fees,Kuda,1.98,15.25,2000,No,No,5
43,Female,Port Harcourt,Low,Novice,Mobile Banking App,Daily,Web Platform,Speed,PalmPay,2.96,15.38,0,No,No,1
21,Male,Kano,Low,Novice,Mobile Banking App,Weekly,Mobile App,Speed,Kuda,0.83,2.5,500,No,Yes,5
51,Male,Port Harcourt,Middle,Novice,Blockchain Services,Monthly,Agent Banking,Low Fees,Kuda,3.66,17.3,2000,Yes,No,6
35,Female,Abuja,Low,Novice,Digital Payments,Daily,Agent Banking,Low Fees,Paga,4.16,6.41,0,Yes,No,1
57,Male,Kaduna,Middle,Expert,Investment Platforms,Weekly,Agent Banking,Convenience,Carbon,1.23,19.4,500,No,Yes,7
52,Female,Lagos,Low,Novice,Blockchain Services,Weekly,USSD,Convenience,Carbon,3.8,18.35,0,No,No,1
58,Male,Lagos,Low,Novice,Mobile Banking App,Weekly,Agent Banking,Speed,Carbon,3.41,5.84,2000,Yes,No,7
46,Male,Kaduna,Low,Novice,Micro-Lending,Weekly,Web Platform,Low Fees,FairMoney,2.35,13.64,0,No,Yes,9
46,Female,Abuja,High,Intermediate,Blockchain Services,Rarely,Mobile App,Convenience,Kuda,1.24,7.69,0,Yes,No,7
55,Female,Kano,Middle,Expert,Blockchain Services,Daily,Web Platform,Convenience,PalmPay,4.8,4.3,1000,No,No,5
59,Female,Kaduna,High,Novice,Blockchain Services,Monthly,Agent Banking,Security,PalmPay,2.59,17.8,0,No,No,3
38,Female,Ibadan,Low,Novice,Mobile Banking App,Monthly,Mobile App,Speed,Kuda,1.33,5.66,500,No,No,7
59,Female,Kano,Low,Novice,Mobile Banking App,Weekly,Mobile App,Speed,Opay,3.73,9.87,0,No,No,6
30,Female,Lagos,Low,Novice,Blockchain Services,Daily,Agent Banking,Speed,Kuda,3.24,18.67,0,No,Yes,8
58,Male,Ibadan,Low,Novice,Blockchain Services,Weekly,Agent Banking,Low Fees,FairMoney,4.17,3.82,500,No,No,8
34,Male,Port Harcourt,Middle,Intermediate,Digital Payments,Rarely,Web Platform,Security,Carbon,4.98,12.14,2000,No,No,6
26,Female,Ibadan,Low,Intermediate,Micro-Lending,Weekly,Web Platform,Convenience,Kuda,0.7,12.51,2000,Yes,Yes,7
58,Male,Kano,Low,Intermediate,Investment Platforms,Weekly,USSD,Security,FairMoney,3.83,15.85,0,No,Yes,3
18,Female,Abuja,Middle,Novice,Investment Platforms,Rarely,USSD,Convenience,Opay,4.95,16.97,500,No,Yes,4
19,Male,Port Harcourt,Middle,Novice,Investment Platforms,Monthly,USSD,Convenience,Kuda,2.92,9.92,0,No,No,7
46,Female,Kano,High,Intermediate,Mobile Banking App,Weekly,Agent Banking,Security,Carbon,3.72,15.51,500,Yes,No,6
50,Male,Port Harcourt,Low,Intermediate,Mobile Banking App,Rarely,Agent Banking,Speed,Paga,2.48,18.43,500,No,No,3
27,Male,Ibadan,Middle,Novice,Digital Payments,Daily,USSD,Low Fees,PalmPay,2.11,18.01,2000,No,No,7
57,Male,Lagos,Low,Expert,Mobile Banking App,Monthly,USSD,Security,Opay,3.63,11.28,0,Yes,Yes,3
38,Male,Kano,High,Novice,Blockchain Services,Weekly,Web Platform,Speed,Paga,4.95,13.12,0,No,No,8
45,Male,Abuja,Middle,Novice,Micro-Lending,Weekly,USSD,Speed,PalmPay,0.91,14.27,0,No,No,7
28,Female,Kaduna,Middle,Novice,Micro-Lending,Weekly,USSD,Low Fees,Paga,2.4,16.83,0,No,No,4
51,Female,Ibadan,Low,Expert,Micro-Lending,Daily,Mobile App,Low Fees,Kuda,4.73,11.39,0,No,Yes,1
25,Female,Kano,Middle,Novice,Micro-Lending,Weekly,USSD,Speed,Kuda,1.01,4.46,0,No,No,6
39,Male,Abuja,Low,Expert,Investment Platforms,Daily,Mobile App,Low Fees,PalmPay,3.43,9.24,1000,No,No,5
25,Female,Kano,Middle,Novice,Investment Platforms,Daily,USSD,Speed,PalmPay,2.44,15.1,0,No,No,9
32,Male,Ibadan,High,Novice,Blockchain Services,Weekly,Mobile App,Convenience,Kuda,2.2,13.42,1000,No,No,6
34,Male,Kano,High,Intermediate,Digital Payments,Monthly,USSD,Low Fees,Kuda,1.44,15.69,1000,No,Yes,1
40,Male,Port Harcourt,Middle,Novice,Mobile Banking App,Daily,Web Platform,Convenience,FairMoney,1.29,11.25,1000,No,No,3
41,Female,Ibadan,High,Novice,Mobile Banking App,Weekly,Agent Banking,Low Fees,PalmPay,2.82,5.55,0,No,No,2
62,Male,Kano,Low,Novice,Investment Platforms,Monthly,Mobile App,Speed,PalmPay,2.2,4.52,500,No,No,3
36,Female,Kaduna,High,Expert,Micro-Lending,Daily,Agent Banking,Speed,FairMoney,2.71,10.92,2000,No,No,1
22,Female,Lagos,Middle,Intermediate,Blockchain Services,Rarely,Web Platform,Speed,PalmPay,1.38,6.1,500,No,No,2
49,Male,Kano,Middle,Novice,Digital Payments,Monthly,USSD,Speed,Carbon,2.08,19.69,500,Yes,No,8
61,Male,Port Harcourt,High,Novice,Investment Platforms,Daily,USSD,Speed,FairMoney,4.98,5.98,0,No,No,3
18,Female,Abuja,High,Intermediate,Blockchain Services,Rarely,Web Platform,Speed,Carbon,2.16,12.42,500,No,No,9
40,Female,Kaduna,Low,Novice,Blockchain Services,Weekly,Agent Banking,Low Fees,Kuda,2.36,2.53,500,Yes,Yes,4
54,Female,Abuja,Middle,Novice,Investment Platforms,Daily,Agent Banking,Low Fees,Carbon,0.59,6.94,0,No,No,2
25,Female,Kaduna,Low,Novice,Blockchain Services,Weekly,Agent Banking,Convenience,Opay,2.21,7.03,0,No,No,7
30,Female,Abuja,High,Intermediate,Micro-Lending,Weekly,Agent Banking,Security,Kuda,3.94,15.41,2000,No,Yes,9
25,Female,Lagos,Middle,Novice,Blockchain Services,Weekly,Mobile App,Low Fees,Opay,2.82,11.17,2000,No,No,5
40,Male,Port Harcourt,Low,Intermediate,Digital Payments,Monthly,Agent Banking,Low Fees,Paga,3.46,2.71,1000,No,No,1
60,Female,Ibadan,Middle,Intermediate,Blockchain Services,Daily,Mobile App,Security,Opay,3,9.14,2000,No,No,9
18,Female,Abuja,Middle,Expert,Mobile Banking App,Rarely,Web Platform,Security,Paga,0.97,13.78,0,No,No,9
62,Female,Kaduna,Middle,Intermediate,Blockchain Services,Monthly,USSD,Convenience,Opay,1.99,13.64,500,No,No,7
41,Female,Port Harcourt,Low,Novice,Investment Platforms,Monthly,Mobile App,Convenience,Paga,3.62,3.44,0,No,No,1
52,Male,Kano,Low,Intermediate,Mobile Banking App,Daily,Agent Banking,Speed,Paga,2.97,18.76,0,Yes,No,4
41,Male,Lagos,Middle,Expert,Investment Platforms,Weekly,USSD,Convenience,Kuda,3.54,6.82,500,No,No,1
34,Female,Port Harcourt,Low,Novice,Digital Payments,Monthly,Mobile App,Convenience,PalmPay,2.12,18.1,2000,No,No,3
22,Female,Port Harcourt,Middle,Novice,Micro-Lending,Monthly,USSD,Security,PalmPay,1.37,6.23,500,No,Yes,7
37,Female,Ibadan,Middle,Novice,Digital Payments,Rarely,Web Platform,Low Fees,Kuda,4.23,12.44,0,No,No,1
38,Male,Port Harcourt,Low,Expert,Mobile Banking App,Rarely,Agent Banking,Speed,Paga,2.19,9.61,2000,No,No,8
57,Male,Ibadan,Middle,Novice,Micro-Lending,Weekly,Web Platform,Convenience,PalmPay,3.45,12.67,0,No,No,4
48,Male,Lagos,Middle,Novice,Blockchain Services,Monthly,USSD,Security,PalmPay,2.22,11.21,0,No,No,4
63,Male,Lagos,Middle,Intermediate,Mobile Banking App,Daily,Web Platform,Speed,Opay,4.67,2.54,2000,No,Yes,1
53,Male,Kano,Low,Expert,Micro-Lending,Weekly,Agent Banking,Speed,Carbon,4.96,8.65,500,Yes,No,5
28,Male,Ibadan,Middle,Novice,Investment Platforms,Daily,Mobile App,Security,Kuda,3.42,2.7,1000,No,No,8
32,Female,Ibadan,Low,Intermediate,Micro-Lending,Monthly,Web Platform,Convenience,Carbon,3.21,14.46,2000,No,No,8
36,Male,Abuja,High,Expert,Investment Platforms,Rarely,Agent Banking,Convenience,Paga,4.28,17.44,0,Yes,No,7
24,Male,Abuja,Low,Novice,Investment Platforms,Daily,USSD,Convenience,Opay,2.82,9.23,0,No,No,7
45,Female,Kano,High,Intermediate,Micro-Lending,Weekly,Web Platform,Convenience,PalmPay,4.41,11.68,2000,No,No,8
60,Male,Lagos,Middle,Intermediate,Digital Payments,Rarely,Mobile App,Speed,FairMoney,2.36,3.65,0,No,Yes,8
22,Female,Enugu,High,Expert,Digital Payments,Weekly,Web Platform,Low Fees,Opay,0.64,9.24,1000,Yes,No,1
22,Male,Abuja,Middle,Intermediate,Investment Platforms,Weekly,USSD,Speed,Kuda,4.67,4.93,2000,Yes,No,2
47,Female,Port Harcourt,Low,Expert,Mobile Banking App,Weekly,USSD,Speed,Paga,3.75,3.63,0,No,No,8
49,Female,Lagos,High,Novice,Micro-Lending,Weekly,USSD,Security,Opay,2.8,5.51,1000,No,No,1
25,Female,Enugu,Low,Novice,Mobile Banking App,Rarely,Web Platform,Speed,Opay,4.75,17.74,0,No,No,9
27,Female,Port Harcourt,Low,Novice,Digital Payments,Weekly,Web Platform,Convenience,Opay,4.49,19.69,2000,No,Yes,9
55,Female,Kaduna,Low,Novice,Mobile Banking App,Daily,Web Platform,Security,PalmPay,0.99,17.89,500,No,Yes,2
64,Male,Ibadan,High,Expert,Blockchain Services,Daily,Mobile App,Security,Paga,3.31,19.47,1000,No,No,6
49,Male,Lagos,Middle,Novice,Blockchain Services,Daily,Agent Banking,Security,PalmPay,2.92,15.29,2000,No,No,4
45,Female,Kaduna,Middle,Novice,Digital Payments,Weekly,Web Platform,Security,Opay,3.99,5.29,2000,No,No,7
34,Female,Kano,Middle,Novice,Mobile Banking App,Rarely,Mobile App,Security,PalmPay,1.85,12.36,2000,No,Yes,2
48,Female,Ibadan,Middle,Novice,Micro-Lending,Monthly,USSD,Convenience,PalmPay,0.54,15.3,500,No,No,1
25,Male,Ibadan,Middle,Novice,Digital Payments,Rarely,Web Platform,Low Fees,Kuda,1.33,11.49,0,Yes,No,9
57,Female,Port Harcourt,Low,Novice,Blockchain Services,Rarely,Web Platform,Low Fees,Carbon,1.45,12.21,500,No,No,9
42,Female,Kaduna,High,Expert,Digital Payments,Weekly,Web Platform,Security,Carbon,1.81,12.76,2000,No,No,9
26,Female,Ibadan,Low,Novice,Mobile Banking App,Weekly,Mobile App,Low Fees,Kuda,2.17,10.67,1000,Yes,Yes,5
19,Female,Abuja,Low,Intermediate,Mobile Banking App,Weekly,Web Platform,Speed,Kuda,3.68,7.59,0,No,No,3
32,Male,Lagos,Middle,Intermediate,Mobile Banking App,Daily,Web Platform,Low Fees,FairMoney,0.83,13.65,500,Yes,No,6
20,Female,Abuja,Middle,Intermediate,Investment Platforms,Weekly,Agent Banking,Speed,PalmPay,2.69,3.44,1000,No,No,1
53,Female,Port Harcourt,Middle,Novice,Mobile Banking App,Weekly,Mobile App,Convenience,FairMoney,2.74,5.49,2000,No,No,8
21,Male,Enugu,Low,Expert,Blockchain Services,Weekly,Agent Banking,Security,PalmPay,3.27,18.69,1000,No,No,4
31,Female,Port Harcourt,Low,Intermediate,Blockchain Services,Weekly,Agent Banking,Speed,Paga,1.9,11.05,1000,No,No,2
58,Female,Lagos,Middle,Novice,Investment Platforms,Weekly,Agent Banking,Convenience,Carbon,1.67,16.88,2000,No,Yes,4
58,Male,Ibadan,Middle,Novice,Blockchain Services,Weekly,Agent Banking,Convenience,PalmPay,2.68,15.21,500,No,No,1
42,Male,Kaduna,Low,Novice,Blockchain Services,Weekly,USSD,Security,Paga,3.47,8.11,2000,No,Yes,8
27,Male,Kaduna,Middle,Intermediate,Digital Payments,Daily,Web Platform,Low Fees,FairMoney,0.7,16.56,1000,No,No,6
38,Female,Kano,Low,Intermediate,Mobile Banking App,Weekly,Agent Banking,Convenience,Carbon,1.82,4.1,2000,Yes,No,1
